134217728,904
0,870
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
134217728,37
0,36
134217728,35
0,35
