step,1-1hit,1-2hit,1-3hit,2-1hit,2-2hit,2-3hit,
838,0.1660,0.1631,0.1621,0.2949,0.1631,0.1631,
839,0.1660,0.1631,0.1621,0.2949,0.1631,0.1631,
840,0.1660,0.1631,0.1621,0.2959,0.1641,0.1631,
841,0.1660,0.1631,0.1621,0.2959,0.1641,0.1631,
842,0.1660,0.1641,0.1621,0.2959,0.1641,0.1631,
843,0.1670,0.1641,0.1631,0.2959,0.1641,0.1641,
844,0.1670,0.1641,0.1631,0.2979,0.1641,0.1641,
845,0.1670,0.1641,0.1631,0.2979,0.1641,0.1641,
846,0.1670,0.1641,0.1631,0.2979,0.1650,0.1641,
847,0.1670,0.1641,0.1631,0.2988,0.1650,0.1641,
848,0.1670,0.1660,0.1631,0.2988,0.1650,0.1641,
849,0.1680,0.1660,0.1641,0.2988,0.1650,0.1650,
850,0.1680,0.1660,0.1641,0.2998,0.1650,0.1650,
851,0.1680,0.1660,0.1641,0.2998,0.1650,0.1650,
852,0.1680,0.1660,0.1641,0.2998,0.1660,0.1650,
853,0.1680,0.1660,0.1641,0.3008,0.1660,0.1650,
854,0.1680,0.1670,0.1641,0.3008,0.1660,0.1660,
855,0.1689,0.1670,0.1660,0.3008,0.1660,0.1660,
856,0.1689,0.1670,0.1660,0.3018,0.1660,0.1660,
857,0.1689,0.1670,0.1660,0.3018,0.1660,0.1660,
858,0.1689,0.1670,0.1660,0.3018,0.1670,0.1660,
859,0.1689,0.1670,0.1660,0.3027,0.1670,0.1660,
860,0.1709,0.1680,0.1670,0.3027,0.1670,0.1670,
861,0.1709,0.1680,0.1670,0.3027,0.1670,0.1670,
862,0.1709,0.1680,0.1670,0.3047,0.1670,0.1670,
863,0.1709,0.1680,0.1670,0.3047,0.1689,0.1670,
864,0.1709,0.1680,0.1670,0.3047,0.1689,0.1670,
865,0.1709,0.1689,0.1670,0.3057,0.1689,0.1670,
866,0.1719,0.1689,0.1680,0.3057,0.1689,0.1689,
867,0.1719,0.1689,0.1680,0.3057,0.1689,0.1689,
868,0.1719,0.1689,0.1680,0.3057,0.1689,0.1689,
869,0.1719,0.1689,0.1680,0.3066,0.1699,0.1689,
870,0.1719,0.1689,0.1680,0.3066,0.1699,0.1689,
871,0.1719,0.1699,0.1680,0.3066,0.1699,0.1689,
872,0.1729,0.1699,0.1689,0.3076,0.1699,0.1699,
873,0.1729,0.1699,0.1689,0.3076,0.1699,0.1699,
874,0.1729,0.1699,0.1689,0.3076,0.1699,0.1699,
875,0.1729,0.1699,0.1689,0.3086,0.1709,0.1699,
876,0.1729,0.1699,0.1689,0.3086,0.1709,0.1699,
877,0.1729,0.1709,0.1689,0.3086,0.1709,0.1699,
878,0.1738,0.1709,0.1699,0.3086,0.1709,0.1709,
879,0.1738,0.1709,0.1699,0.3105,0.1709,0.1709,
880,0.1738,0.1709,0.1699,0.3105,0.1709,0.1709,
881,0.1738,0.1709,0.1699,0.3105,0.1719,0.1709,
882,0.1738,0.1709,0.1699,0.3115,0.1719,0.1709,
883,0.1738,0.1729,0.1699,0.3115,0.1719,0.1709,
884,0.1748,0.1729,0.1719,0.3115,0.1719,0.1719,
885,0.1748,0.1729,0.1719,0.3125,0.1719,0.1719,
886,0.1748,0.1729,0.1719,0.3125,0.1719,0.1719,
887,0.1748,0.1729,0.1719,0.3125,0.1729,0.1719,
888,0.1748,0.1729,0.1719,0.3135,0.1729,0.1719,
889,0.1748,0.1738,0.1719,0.3135,0.1729,0.1719,
890,0.1768,0.1738,0.1729,0.3135,0.1729,0.1729,
891,0.1768,0.1738,0.1729,0.3135,0.1729,0.1729,
892,0.1768,0.1738,0.1729,0.3145,0.1729,0.1729,
893,0.1768,0.1738,0.1729,0.3145,0.1738,0.1729,
894,0.1768,0.1738,0.1729,0.3145,0.1738,0.1729,
895,0.1768,0.1748,0.1729,0.3154,0.1738,0.1729,
896,0.1777,0.1748,0.1738,0.3154,0.1738,0.1738,
897,0.1777,0.1748,0.1738,0.3154,0.1738,0.1738,
898,0.1777,0.1748,0.1738,0.3154,0.1738,0.1738,
899,0.1777,0.1748,0.1738,0.3174,0.1758,0.1738,
900,0.1777,0.1748,0.1738,0.3174,0.1758,0.1738,
901,0.1777,0.1758,0.1738,0.3174,0.1758,0.1738,
902,0.1787,0.1758,0.1748,0.3184,0.1758,0.1758,
903,0.1787,0.1758,0.1748,0.3184,0.1758,0.1758,
904,0.1787,0.1758,0.1748,0.3184,0.1758,0.1758,
905,0.1787,0.1758,0.1748,0.3193,0.1768,0.1758,
906,0.1787,0.1758,0.1748,0.3193,0.1768,0.1758,
907,0.1797,0.1768,0.1748,0.3193,0.1768,0.1758,
908,0.1797,0.1768,0.1758,0.3203,0.1768,0.1768,
909,0.1797,0.1768,0.1758,0.3203,0.1768,0.1768,
910,0.1797,0.1768,0.1758,0.3203,0.1768,0.1768,
911,0.1797,0.1768,0.1758,0.3213,0.1777,0.1768,
912,0.1797,0.1768,0.1758,0.3213,0.1777,0.1768,
913,0.1807,0.1787,0.1758,0.3213,0.1777,0.1777,
914,0.1807,0.1787,0.1768,0.3232,0.1777,0.1777,
915,0.1807,0.1787,0.1768,0.3232,0.1777,0.1777,
916,0.1807,0.1787,0.1768,0.3232,0.1777,0.1777,
917,0.1807,0.1787,0.1768,0.3232,0.1787,0.1777,
918,0.1807,0.1787,0.1768,0.3242,0.1787,0.1777,
919,0.1816,0.1797,0.1768,0.3242,0.1787,0.1787,
920,0.1816,0.1797,0.1787,0.3242,0.1787,0.1787,
921,0.1816,0.1797,0.1787,0.3252,0.1787,0.1787,
922,0.1816,0.1797,0.1787,0.3252,0.1787,0.1787,
923,0.1816,0.1797,0.1787,0.3252,0.1797,0.1787,
924,0.1836,0.1807,0.1787,0.3262,0.1797,0.1787,
925,0.1836,0.1807,0.1797,0.3262,0.1797,0.1797,
926,0.1836,0.1807,0.1797,0.3262,0.1797,0.1797,
927,0.1836,0.1807,0.1797,0.3271,0.1797,0.1797,
928,0.1836,0.1807,0.1797,0.3271,0.1816,0.1797,
929,0.1836,0.1807,0.1797,0.3271,0.1816,0.1797,
930,0.1846,0.1816,0.1797,0.3281,0.1816,0.1797,
931,0.1846,0.1816,0.1807,0.3281,0.1816,0.1816,
932,0.1846,0.1816,0.1807,0.3281,0.1816,0.1816,
933,0.1846,0.1816,0.1807,0.3281,0.1816,0.1816,
934,0.1846,0.1816,0.1807,0.3301,0.1826,0.1816,
935,0.1846,0.1816,0.1807,0.3301,0.1826,0.1816,
936,0.1855,0.1826,0.1807,0.3301,0.1826,0.1816,
937,0.1855,0.1826,0.1816,0.3311,0.1826,0.1826,
938,0.1855,0.1826,0.1816,0.3311,0.1826,0.1826,
939,0.1855,0.1826,0.1816,0.3311,0.1826,0.1826,
940,0.1855,0.1826,0.1816,0.3311,0.1836,0.1826,
941,0.1855,0.1826,0.1816,0.3320,0.1836,0.1826,
942,0.1865,0.1836,0.1816,0.3320,0.1836,0.1826,
943,0.1865,0.1836,0.1826,0.3320,0.1836,0.1836,
944,0.1865,0.1836,0.1826,0.3330,0.1836,0.1836,
945,0.1865,0.1836,0.1826,0.3330,0.1836,0.1836,
946,0.1865,0.1836,0.1826,0.3330,0.1846,0.1836,
947,0.1865,0.1836,0.1826,0.3340,0.1846,0.1836,
948,0.1875,0.1855,0.1826,0.3340,0.1846,0.1836,
949,0.1875,0.1855,0.1846,0.3340,0.1846,0.1846,
950,0.1875,0.1855,0.1846,0.3340,0.1846,0.1846,
951,0.1875,0.1855,0.1846,0.3359,0.1846,0.1846,
952,0.1875,0.1855,0.1846,0.3359,0.1855,0.1846,
953,0.1875,0.1855,0.1846,0.3359,0.1855,0.1846,
954,0.1885,0.1865,0.1846,0.3369,0.1855,0.1846,
955,0.1885,0.1865,0.1855,0.3369,0.1855,0.1855,
956,0.1885,0.1865,0.1855,0.3369,0.1855,0.1855,
957,0.1885,0.1865,0.1855,0.3379,0.1855,0.1855,
958,0.1885,0.1865,0.1855,0.3379,0.1865,0.1855,
959,0.1885,0.1865,0.1855,0.3379,0.1865,0.1855,
960,0.1904,0.1875,0.1855,0.3379,0.1865,0.1855,
961,0.1904,0.1875,0.1865,0.3389,0.1865,0.1865,
962,0.1904,0.1875,0.1865,0.3389,0.1865,0.1865,
963,0.1904,0.1875,0.1865,0.3389,0.1865,0.1865,
964,0.1904,0.1875,0.1865,0.3398,0.1885,0.1865,
965,0.1904,0.1875,0.1865,0.3398,0.1885,0.1865,
966,0.1914,0.1885,0.1865,0.3398,0.1885,0.1865,
967,0.1914,0.1885,0.1875,0.3408,0.1885,0.1885,
968,0.1914,0.1885,0.1875,0.3408,0.1885,0.1885,
969,0.1914,0.1885,0.1875,0.3408,0.1885,0.1885,
970,0.1914,0.1885,0.1875,0.3408,0.1895,0.1885,
971,0.1914,0.1885,0.1875,0.3428,0.1895,0.1885,
972,0.1924,0.1895,0.1875,0.3428,0.1895,0.1885,
973,0.1924,0.1895,0.1885,0.3428,0.1895,0.1895,
974,0.1924,0.1895,0.1885,0.3438,0.1895,0.1895,
975,0.1924,0.1895,0.1885,0.3438,0.1895,0.1895,
976,0.1924,0.1895,0.1885,0.3438,0.1904,0.1895,
977,0.1924,0.1895,0.1885,0.3447,0.1904,0.1895,
978,0.1934,0.1904,0.1885,0.3447,0.1904,0.1895,
979,0.1934,0.1904,0.1895,0.3447,0.1904,0.1904,
980,0.1934,0.1904,0.1895,0.3447,0.1904,0.1904,
981,0.1934,0.1904,0.1895,0.3457,0.1904,0.1904,
982,0.1934,0.1904,0.1895,0.3457,0.1914,0.1904,
983,0.1943,0.1904,0.1895,0.3457,0.1914,0.1904,
984,0.1943,0.1924,0.1895,0.3467,0.1914,0.1904,
985,0.1943,0.1924,0.1914,0.3467,0.1914,0.1914,
986,0.1943,0.1924,0.1914,0.3467,0.1914,0.1914,
987,0.1943,0.1924,0.1914,0.3467,0.1914,0.1914,
988,0.1943,0.1924,0.1914,0.3486,0.1924,0.1914,
989,0.1963,0.1924,0.1914,0.3486,0.1924,0.1914,
990,0.1963,0.1934,0.1914,0.3486,0.1924,0.1914,
991,0.1963,0.1934,0.1924,0.3496,0.1924,0.1924,
992,0.1963,0.1934,0.1924,0.3496,0.1924,0.1924,
993,0.1963,0.1934,0.1924,0.3496,0.1924,0.1924,
994,0.1963,0.1934,0.1924,0.3506,0.1943,0.1924,
995,0.1973,0.1934,0.1924,0.3506,0.1943,0.1924,
996,0.1973,0.1943,0.1924,0.3506,0.1943,0.1924,
997,0.1973,0.1943,0.1934,0.3516,0.1943,0.1934,
998,0.1973,0.1943,0.1934,0.3516,0.1943,0.1934,
999,0.1973,0.1943,0.1934,0.3516,0.1943,0.1934,
1000,0.1973,0.1943,0.1934,0.3516,0.1953,0.1934,
1001,0.1982,0.1943,0.1934,0.3525,0.1953,0.1934,
1002,0.1982,0.1953,0.1934,0.3525,0.1953,0.1934,
1003,0.1982,0.1953,0.1943,0.3525,0.1953,0.1953,
1004,0.1982,0.1953,0.1943,0.3535,0.1953,0.1953,
1005,0.1982,0.1953,0.1943,0.3535,0.1953,0.1953,
1006,0.1982,0.1953,0.1943,0.3535,0.1963,0.1953,
1007,0.1992,0.1963,0.1943,0.3555,0.1963,0.1953,
1008,0.1992,0.1963,0.1943,0.3555,0.1963,0.1963,
1009,0.1992,0.1963,0.1953,0.3555,0.1963,0.1963,
1010,0.1992,0.1963,0.1953,0.3564,0.1963,0.1963,
1011,0.1992,0.1963,0.1953,0.3564,0.1963,0.1963,
1012,0.2002,0.1963,0.1953,0.3564,0.1973,0.1963,
1013,0.2002,0.1982,0.1953,0.3574,0.1973,0.1963,
1014,0.2002,0.1982,0.1963,0.3574,0.1973,0.1973,
1015,0.2002,0.1982,0.1963,0.3574,0.1973,0.1973,
1016,0.2002,0.1982,0.1963,0.3574,0.1973,0.1973,
1017,0.2002,0.1982,0.1963,0.3584,0.1982,0.1973,
1018,0.2012,0.1982,0.1963,0.3584,0.1982,0.1973,
1019,0.2012,0.1992,0.1963,0.3584,0.1982,0.1973,
1020,0.2012,0.1992,0.1982,0.3594,0.1982,0.1982,
1021,0.2012,0.1992,0.1982,0.3594,0.1982,0.1982,
1022,0.2012,0.1992,0.1982,0.3594,0.1982,0.1982,
1023,0.2012,0.1992,0.1982,0.3604,0.1992,0.1982,
1024,0.2031,0.1992,0.1982,0.3604,0.1992,0.1982,
1025,0.2031,0.2002,0.1982,0.3604,0.1992,0.1982,
1026,0.2031,0.2002,0.1992,0.3623,0.1992,0.1992,
1027,0.2031,0.2002,0.1992,0.3623,0.1992,0.1992,
1028,0.2031,0.2002,0.1992,0.3623,0.1992,0.1992,
1029,0.2031,0.2002,0.1992,0.3623,0.2012,0.1992,
1030,0.2041,0.2002,0.1992,0.3633,0.2012,0.1992,
1031,0.2041,0.2012,0.1992,0.3633,0.2012,0.1992,
1032,0.2041,0.2012,0.2002,0.3633,0.2012,0.2012,
1033,0.2041,0.2012,0.2002,0.3643,0.2012,0.2012,
1034,0.2041,0.2012,0.2002,0.3643,0.2012,0.2012,
1035,0.2051,0.2012,0.2002,0.3643,0.2021,0.2012,
1036,0.2051,0.2012,0.2002,0.3652,0.2021,0.2012,
1037,0.2051,0.2021,0.2002,0.3652,0.2021,0.2012,
1038,0.2051,0.2021,0.2012,0.3652,0.2021,0.2021,
1039,0.2051,0.2021,0.2012,0.3652,0.2021,0.2021,
1040,0.2051,0.2021,0.2012,0.3662,0.2021,0.2021,
1041,0.2061,0.2021,0.2012,0.3662,0.2031,0.2021,
1042,0.2061,0.2021,0.2012,0.3662,0.2031,0.2021,
1043,0.2061,0.2031,0.2012,0.3682,0.2031,0.2021,
1044,0.2061,0.2031,0.2021,0.3682,0.2031,0.2031,
1045,0.2061,0.2031,0.2021,0.3682,0.2031,0.2031,
1046,0.2061,0.2031,0.2021,0.3682,0.2031,0.2031,
1047,0.2070,0.2031,0.2021,0.3691,0.2041,0.2031,
1048,0.2070,0.2031,0.2021,0.3691,0.2041,0.2031,
1049,0.2070,0.2051,0.2021,0.3691,0.2041,0.2031,
1050,0.2070,0.2051,0.2041,0.3701,0.2041,0.2041,
1051,0.2070,0.2051,0.2041,0.3701,0.2041,0.2041,
1052,0.2070,0.2051,0.2041,0.3701,0.2041,0.2041,
1053,0.2090,0.2051,0.2041,0.3711,0.2051,0.2041,
1054,0.2090,0.2051,0.2041,0.3711,0.2051,0.2041,
1055,0.2090,0.2061,0.2041,0.3711,0.2051,0.2041,
1056,0.2090,0.2061,0.2051,0.3711,0.2051,0.2051,
1057,0.2090,0.2061,0.2051,0.3721,0.2051,0.2051,
1058,0.2090,0.2061,0.2051,0.3721,0.2051,0.2051,
1059,0.2100,0.2061,0.2051,0.3721,0.2070,0.2051,
1060,0.2100,0.2070,0.2051,0.3730,0.2070,0.2051,
1061,0.2100,0.2070,0.2051,0.3730,0.2070,0.2061,
1062,0.2100,0.2070,0.2061,0.3730,0.2070,0.2061,
1063,0.2100,0.2070,0.2061,0.3750,0.2070,0.2061,
1064,0.2100,0.2070,0.2061,0.3750,0.2070,0.2061,
1065,0.2109,0.2070,0.2061,0.3750,0.2080,0.2061,
1066,0.2109,0.2080,0.2061,0.3760,0.2080,0.2061,
1067,0.2109,0.2080,0.2061,0.3760,0.2080,0.2080,
1068,0.2109,0.2080,0.2070,0.3760,0.2080,0.2080,
1069,0.2109,0.2080,0.2070,0.3770,0.2080,0.2080,
1070,0.2119,0.2080,0.2070,0.3770,0.2080,0.2080,
1071,0.2119,0.2080,0.2070,0.3770,0.2090,0.2080,
1072,0.2119,0.2090,0.2070,0.3779,0.2090,0.2080,
1073,0.2119,0.2090,0.2080,0.3779,0.2090,0.2090,
1074,0.2119,0.2090,0.2080,0.3779,0.2090,0.2090,
1075,0.2119,0.2090,0.2080,0.3789,0.2090,0.2090,
1076,0.2129,0.2090,0.2080,0.3789,0.2100,0.2090,
1077,0.2129,0.2090,0.2080,0.3789,0.2100,0.2090,
1078,0.2129,0.2109,0.2080,0.3789,0.2100,0.2090,
1079,0.2129,0.2109,0.2090,0.3809,0.2100,0.2100,
1080,0.2129,0.2109,0.2090,0.3809,0.2100,0.2100,
1081,0.2129,0.2109,0.2090,0.3809,0.2100,0.2100,
1082,0.2139,0.2109,0.2090,0.3818,0.2109,0.2100,
1083,0.2139,0.2119,0.2090,0.3818,0.2109,0.2100,
1084,0.2139,0.2119,0.2090,0.3818,0.2109,0.2100,
1085,0.2139,0.2119,0.2109,0.3828,0.2109,0.2109,
1086,0.2139,0.2119,0.2109,0.3828,0.2109,0.2109,
1087,0.2139,0.2119,0.2109,0.3828,0.2109,0.2109,
1088,0.2158,0.2119,0.2109,0.3838,0.2119,0.2109,
1089,0.2158,0.2129,0.2109,0.3838,0.2119,0.2109,
1090,0.2158,0.2129,0.2109,0.3838,0.2119,0.2119,
1091,0.2158,0.2129,0.2119,0.3848,0.2119,0.2119,
1092,0.2158,0.2129,0.2119,0.3848,0.2119,0.2119,
1093,0.2168,0.2129,0.2119,0.3848,0.2119,0.2119,
1094,0.2168,0.2129,0.2119,0.3857,0.2139,0.2119,
1095,0.2168,0.2139,0.2119,0.3857,0.2139,0.2119,
1096,0.2168,0.2139,0.2119,0.3857,0.2139,0.2139,
1097,0.2168,0.2139,0.2129,0.3857,0.2139,0.2139,
1098,0.2168,0.2139,0.2129,0.3877,0.2139,0.2139,
1099,0.2178,0.2139,0.2129,0.3877,0.2139,0.2139,
1100,0.2178,0.2139,0.2129,0.3877,0.2148,0.2139,
1101,0.2178,0.2148,0.2129,0.3887,0.2148,0.2139,
1102,0.2178,0.2148,0.2129,0.3887,0.2148,0.2148,
1103,0.2178,0.2148,0.2139,0.3887,0.2148,0.2148,
1104,0.2178,0.2148,0.2139,0.3896,0.2148,0.2148,
1105,0.2188,0.2148,0.2139,0.3896,0.2148,0.2148,
1106,0.2188,0.2148,0.2139,0.3896,0.2158,0.2148,
1107,0.2188,0.2158,0.2139,0.3906,0.2158,0.2148,
1108,0.2188,0.2158,0.2139,0.3906,0.2158,0.2158,
1109,0.2188,0.2158,0.2148,0.3906,0.2158,0.2158,
1110,0.2188,0.2158,0.2148,0.3906,0.2158,0.2158,
1111,0.2197,0.2158,0.2148,0.3916,0.2158,0.2158,
1112,0.2197,0.2158,0.2148,0.3916,0.2168,0.2158,
1113,0.2197,0.2178,0.2148,0.3916,0.2168,0.2158,
1114,0.2197,0.2178,0.2148,0.3936,0.2168,0.2168,
1115,0.2197,0.2178,0.2168,0.3936,0.2168,0.2168,
1116,0.2197,0.2178,0.2168,0.3936,0.2168,0.2168,
1117,0.2217,0.2178,0.2168,0.3945,0.2168,0.2168,
1118,0.2217,0.2178,0.2168,0.3945,0.2178,0.2168,
1119,0.2217,0.2188,0.2168,0.3945,0.2178,0.2168,
1120,0.2217,0.2188,0.2168,0.3945,0.2178,0.2178,
1121,0.2217,0.2188,0.2178,0.3955,0.2178,0.2178,
1122,0.2217,0.2188,0.2178,0.3955,0.2178,0.2178,
1123,0.2227,0.2188,0.2178,0.3955,0.2178,0.2178,
1124,0.2227,0.2188,0.2178,0.3965,0.2197,0.2178,
1125,0.2227,0.2197,0.2178,0.3965,0.2197,0.2178,
1126,0.2227,0.2197,0.2178,0.3965,0.2197,0.2188,
1127,0.2227,0.2197,0.2188,0.3965,0.2197,0.2188,
1128,0.2227,0.2197,0.2188,0.3975,0.2197,0.2188,
1129,0.2236,0.2197,0.2188,0.3975,0.2197,0.2188,
1130,0.2236,0.2197,0.2188,0.3975,0.2207,0.2188,
1131,0.2236,0.2207,0.2188,0.3984,0.2207,0.2188,
1132,0.2236,0.2207,0.2188,0.3984,0.2207,0.2207,
1133,0.2236,0.2207,0.2197,0.3984,0.2207,0.2207,
1134,0.2236,0.2207,0.2197,0.4004,0.2207,0.2207,
1135,0.2246,0.2207,0.2197,0.4004,0.2207,0.2207,
1136,0.2246,0.2207,0.2197,0.4004,0.2217,0.2207,
1137,0.2246,0.2217,0.2197,0.4004,0.2217,0.2207,
1138,0.2246,0.2217,0.2197,0.4014,0.2217,0.2217,
1139,0.2246,0.2217,0.2207,0.4014,0.2217,0.2217,
1140,0.2246,0.2217,0.2207,0.4014,0.2217,0.2217,
1141,0.2256,0.2217,0.2207,0.4023,0.2217,0.2217,
1142,0.2256,0.2217,0.2207,0.4023,0.2227,0.2217,
1143,0.2256,0.2236,0.2207,0.4023,0.2227,0.2217,
1144,0.2256,0.2236,0.2207,0.4033,0.2227,0.2227,
1145,0.2256,0.2236,0.2217,0.4033,0.2227,0.2227,
1146,0.2256,0.2236,0.2217,0.4033,0.2227,0.2227,
1147,0.2266,0.2236,0.2217,0.4033,0.2227,0.2227,
1148,0.2266,0.2236,0.2217,0.4043,0.2236,0.2227,
1149,0.2266,0.2246,0.2217,0.4043,0.2236,0.2227,
1150,0.2266,0.2246,0.2217,0.4043,0.2236,0.2236,
1151,0.2266,0.2246,0.2236,0.4062,0.2236,0.2236,
1152,0.2266,0.2246,0.2236,0.4062,0.2236,0.2236,
1153,0.2285,0.2246,0.2236,0.4062,0.2236,0.2236,
1154,0.2285,0.2246,0.2236,0.4062,0.2246,0.2236,
1155,0.2285,0.2256,0.2236,0.4072,0.2246,0.2236,
1156,0.2285,0.2256,0.2236,0.4072,0.2246,0.2246,
1157,0.2285,0.2256,0.2246,0.4072,0.2246,0.2246,
1158,0.2295,0.2256,0.2246,0.4082,0.2246,0.2246,
1159,0.2295,0.2256,0.2246,0.4082,0.2246,0.2246,
1160,0.2295,0.2256,0.2246,0.4082,0.2266,0.2246,
1161,0.2295,0.2266,0.2246,0.4092,0.2266,0.2246,
1162,0.2295,0.2266,0.2246,0.4092,0.2266,0.2266,
1163,0.2295,0.2266,0.2256,0.4092,0.2266,0.2266,
1164,0.2305,0.2266,0.2256,0.4092,0.2266,0.2266,
1165,0.2305,0.2266,0.2256,0.4102,0.2266,0.2266,
1166,0.2305,0.2266,0.2256,0.4102,0.2275,0.2266,
1167,0.2305,0.2275,0.2256,0.4102,0.2275,0.2266,
1168,0.2305,0.2275,0.2256,0.4111,0.2275,0.2275,
1169,0.2305,0.2275,0.2266,0.4111,0.2275,0.2275,
1170,0.2314,0.2275,0.2266,0.4111,0.2275,0.2275,
1171,0.2314,0.2275,0.2266,0.4131,0.2275,0.2275,
1172,0.2314,0.2275,0.2266,0.4131,0.2285,0.2275,
1173,0.2314,0.2285,0.2266,0.4131,0.2285,0.2275,
1174,0.2314,0.2285,0.2266,0.4131,0.2285,0.2285,
1175,0.2314,0.2285,0.2275,0.4141,0.2285,0.2285,
1176,0.2324,0.2285,0.2275,0.4141,0.2285,0.2285,
1177,0.2324,0.2285,0.2275,0.4141,0.2285,0.2285,
1178,0.2324,0.2285,0.2275,0.4150,0.2295,0.2285,
1179,0.2324,0.2305,0.2275,0.4150,0.2295,0.2285,
1180,0.2324,0.2305,0.2275,0.4150,0.2295,0.2295,
1181,0.2324,0.2305,0.2295,0.4160,0.2295,0.2295,
1182,0.2344,0.2305,0.2295,0.4160,0.2295,0.2295,
1183,0.2344,0.2305,0.2295,0.4160,0.2295,0.2295,
1184,0.2344,0.2305,0.2295,0.4160,0.2305,0.2295,
1185,0.2344,0.2314,0.2295,0.4170,0.2305,0.2295,
1186,0.2344,0.2314,0.2295,0.4170,0.2305,0.2305,
1187,0.2344,0.2314,0.2305,0.4170,0.2305,0.2305,
1188,0.2354,0.2314,0.2305,0.4189,0.2305,0.2305,
1189,0.2354,0.2314,0.2305,0.4189,0.2305,0.2305,
1190,0.2354,0.2314,0.2305,0.4189,0.2324,0.2305,
1191,0.2354,0.2324,0.2305,0.4199,0.2324,0.2305,
1192,0.2354,0.2324,0.2305,0.4199,0.2324,0.2314,
1193,0.2354,0.2324,0.2314,0.4199,0.2324,0.2314,
1194,0.2363,0.2324,0.2314,0.4199,0.2324,0.2314,
1195,0.2363,0.2324,0.2314,0.4209,0.2324,0.2314,
1196,0.2363,0.2324,0.2314,0.4209,0.2334,0.2314,
1197,0.2363,0.2334,0.2314,0.4209,0.2334,0.2314,
1198,0.2363,0.2334,0.2314,0.4219,0.2334,0.2334,
1199,0.2363,0.2334,0.2324,0.4219,0.2334,0.2334,
1200,0.2373,0.2334,0.2324,0.4219,0.2334,0.2334,
1201,0.2373,0.2334,0.2324,0.4229,0.2334,0.2334,
1202,0.2373,0.2334,0.2324,0.4229,0.2344,0.2334,
1203,0.2373,0.2344,0.2324,0.4229,0.2344,0.2334,
1204,0.2373,0.2344,0.2324,0.4229,0.2344,0.2344,
1205,0.2373,0.2344,0.2334,0.4238,0.2344,0.2344,
1206,0.2383,0.2344,0.2334,0.4238,0.2344,0.2344,
1207,0.2383,0.2344,0.2334,0.4238,0.2344,0.2344,
1208,0.2383,0.2344,0.2334,0.4258,0.2354,0.2344,
1209,0.2383,0.2363,0.2334,0.4258,0.2354,0.2344,
1210,0.2383,0.2363,0.2334,0.4258,0.2354,0.2354,
1211,0.2383,0.2363,0.2344,0.4268,0.2354,0.2354,
1212,0.2393,0.2363,0.2344,0.4268,0.2354,0.2354,
1213,0.2393,0.2363,0.2344,0.4268,0.2354,0.2354,
1214,0.2393,0.2363,0.2344,0.4268,0.2363,0.2354,
1215,0.2393,0.2373,0.2344,0.4277,0.2363,0.2354,
1216,0.2393,0.2373,0.2344,0.4277,0.2363,0.2363,
1217,0.2393,0.2373,0.2363,0.4277,0.2363,0.2363,
1218,0.2412,0.2373,0.2363,0.4287,0.2363,0.2363,
1219,0.2412,0.2373,0.2363,0.4287,0.2363,0.2363,
1220,0.2412,0.2373,0.2363,0.4287,0.2373,0.2363,
1221,0.2412,0.2383,0.2363,0.4297,0.2373,0.2363,
1222,0.2412,0.2383,0.2363,0.4297,0.2373,0.2373,
1223,0.2422,0.2383,0.2373,0.4297,0.2373,0.2373,
1224,0.2422,0.2383,0.2373,0.4307,0.2373,0.2373,
1225,0.2422,0.2383,0.2373,0.4307,0.2393,0.2373,
1226,0.2422,0.2393,0.2373,0.4307,0.2393,0.2373,
1227,0.2422,0.2393,0.2373,0.4307,0.2393,0.2373,
1228,0.2422,0.2393,0.2383,0.4326,0.2393,0.2393,
1229,0.2432,0.2393,0.2383,0.4326,0.2393,0.2393,
1230,0.2432,0.2393,0.2383,0.4326,0.2393,0.2393,
1231,0.2432,0.2393,0.2383,0.4336,0.2402,0.2393,
1232,0.2432,0.2402,0.2383,0.4336,0.2402,0.2393,
1233,0.2432,0.2402,0.2383,0.4336,0.2402,0.2393,
1234,0.2432,0.2402,0.2393,0.4346,0.2402,0.2402,
1235,0.2441,0.2402,0.2393,0.4346,0.2402,0.2402,
1236,0.2441,0.2402,0.2393,0.4346,0.2402,0.2402,
1237,0.2441,0.2402,0.2393,0.4355,0.2412,0.2402,
1238,0.2441,0.2412,0.2393,0.4355,0.2412,0.2402,
1239,0.2441,0.2412,0.2393,0.4355,0.2412,0.2412,
1240,0.2451,0.2412,0.2402,0.4365,0.2412,0.2412,
1241,0.2451,0.2412,0.2402,0.4365,0.2412,0.2412,
1242,0.2451,0.2412,0.2402,0.4365,0.2412,0.2412,
1243,0.2451,0.2412,0.2402,0.4365,0.2422,0.2412,
1244,0.2451,0.2432,0.2402,0.4385,0.2422,0.2412,
1245,0.2451,0.2432,0.2402,0.4385,0.2422,0.2422,
1246,0.2471,0.2432,0.2422,0.4385,0.2422,0.2422,
1247,0.2471,0.2432,0.2422,0.4395,0.2422,0.2422,
1248,0.2471,0.2432,0.2422,0.4395,0.2422,0.2422,
1249,0.2471,0.2441,0.2422,0.4395,0.2432,0.2422,
1250,0.2471,0.2441,0.2422,0.4404,0.2432,0.2422,
1251,0.2471,0.2441,0.2422,0.4404,0.2432,0.2432,
1252,0.2480,0.2441,0.2432,0.4404,0.2432,0.2432,
