step,1-1hit,1-2hit,1-3hit,2-1hit,2-2hit,2-3hit,
415,0.0820,0.0801,0.0801,0.1465,0.0811,0.0811,
416,0.0830,0.0811,0.0801,0.1475,0.0811,0.0811,
417,0.0830,0.0811,0.0801,0.1475,0.0811,0.0811,
418,0.0830,0.0811,0.0801,0.1475,0.0820,0.0811,
419,0.0830,0.0811,0.0801,0.1475,0.0820,0.0811,
420,0.0830,0.0811,0.0801,0.1484,0.0820,0.0811,
421,0.0830,0.0811,0.0811,0.1484,0.0820,0.0820,
422,0.0840,0.0830,0.0811,0.1484,0.0820,0.0820,
423,0.0840,0.0830,0.0811,0.1504,0.0820,0.0820,
424,0.0840,0.0830,0.0811,0.1504,0.0830,0.0820,
425,0.0840,0.0830,0.0811,0.1504,0.0830,0.0820,
426,0.0840,0.0830,0.0811,0.1504,0.0830,0.0820,
427,0.0840,0.0830,0.0830,0.1514,0.0830,0.0830,
428,0.0850,0.0840,0.0830,0.1514,0.0830,0.0830,
429,0.0850,0.0840,0.0830,0.1514,0.0830,0.0830,
430,0.0850,0.0840,0.0830,0.1523,0.0840,0.0830,
431,0.0850,0.0840,0.0830,0.1523,0.0840,0.0830,
432,0.0850,0.0840,0.0830,0.1523,0.0840,0.0830,
433,0.0859,0.0840,0.0840,0.1533,0.0840,0.0840,
434,0.0859,0.0850,0.0840,0.1533,0.0840,0.0840,
435,0.0859,0.0850,0.0840,0.1533,0.0840,0.0840,
436,0.0859,0.0850,0.0840,0.1533,0.0840,0.0840,
437,0.0859,0.0850,0.0840,0.1543,0.0859,0.0840,
438,0.0859,0.0850,0.0840,0.1543,0.0859,0.0840,
439,0.0879,0.0850,0.0850,0.1543,0.0859,0.0859,
440,0.0879,0.0859,0.0850,0.1553,0.0859,0.0859,
441,0.0879,0.0859,0.0850,0.1553,0.0859,0.0859,
442,0.0879,0.0859,0.0850,0.1553,0.0859,0.0859,
443,0.0879,0.0859,0.0850,0.1553,0.0869,0.0859,
444,0.0879,0.0859,0.0850,0.1572,0.0869,0.0859,
445,0.0889,0.0859,0.0859,0.1572,0.0869,0.0869,
446,0.0889,0.0869,0.0859,0.1572,0.0869,0.0869,
447,0.0889,0.0869,0.0859,0.1582,0.0869,0.0869,
448,0.0889,0.0869,0.0859,0.1582,0.0869,0.0869,
449,0.0889,0.0869,0.0859,0.1582,0.0879,0.0869,
450,0.0889,0.0869,0.0859,0.1592,0.0879,0.0869,
451,0.0898,0.0869,0.0869,0.1592,0.0879,0.0879,
452,0.0898,0.0879,0.0869,0.1592,0.0879,0.0879,
453,0.0898,0.0879,0.0869,0.1602,0.0879,0.0879,
454,0.0898,0.0879,0.0869,0.1602,0.0879,0.0879,
455,0.0898,0.0879,0.0869,0.1602,0.0889,0.0879,
456,0.0898,0.0879,0.0869,0.1602,0.0889,0.0879,
457,0.0908,0.0879,0.0889,0.1611,0.0889,0.0889,
458,0.0908,0.0898,0.0889,0.1611,0.0889,0.0889,
459,0.0908,0.0898,0.0889,0.1611,0.0889,0.0889,
460,0.0908,0.0898,0.0889,0.1631,0.0889,0.0889,
461,0.0908,0.0898,0.0889,0.1631,0.0898,0.0889,
462,0.0908,0.0898,0.0889,0.1631,0.0898,0.0889,
463,0.0918,0.0898,0.0898,0.1631,0.0898,0.0898,
464,0.0918,0.0908,0.0898,0.1641,0.0898,0.0898,
465,0.0918,0.0908,0.0898,0.1641,0.0898,0.0898,
466,0.0918,0.0908,0.0898,0.1641,0.0898,0.0898,
467,0.0918,0.0908,0.0898,0.1650,0.0918,0.0898,
468,0.0918,0.0908,0.0898,0.1650,0.0918,0.0898,
469,0.0938,0.0908,0.0898,0.1650,0.0918,0.0908,
470,0.0938,0.0918,0.0908,0.1660,0.0918,0.0908,
471,0.0938,0.0918,0.0908,0.1660,0.0918,0.0908,
472,0.0938,0.0918,0.0908,0.1660,0.0918,0.0908,
473,0.0938,0.0918,0.0908,0.1670,0.0928,0.0908,
474,0.0938,0.0918,0.0908,0.1670,0.0928,0.0908,
475,0.0947,0.0918,0.0908,0.1670,0.0928,0.0928,
476,0.0947,0.0928,0.0918,0.1670,0.0928,0.0928,
477,0.0947,0.0928,0.0918,0.1680,0.0928,0.0928,
478,0.0947,0.0928,0.0918,0.1680,0.0928,0.0928,
479,0.0947,0.0928,0.0918,0.1680,0.0938,0.0928,
480,0.0947,0.0928,0.0918,0.1699,0.0938,0.0928,
481,0.0957,0.0928,0.0918,0.1699,0.0938,0.0938,
482,0.0957,0.0938,0.0928,0.1699,0.0938,0.0938,
483,0.0957,0.0938,0.0928,0.1709,0.0938,0.0938,
484,0.0957,0.0938,0.0928,0.1709,0.0938,0.0938,
485,0.0957,0.0938,0.0928,0.1709,0.0947,0.0938,
486,0.0957,0.0938,0.0928,0.1719,0.0947,0.0938,
487,0.0967,0.0938,0.0938,0.1719,0.0947,0.0947,
488,0.0967,0.0957,0.0938,0.1719,0.0947,0.0947,
489,0.0967,0.0957,0.0938,0.1729,0.0947,0.0947,
490,0.0967,0.0957,0.0938,0.1729,0.0957,0.0947,
491,0.0967,0.0957,0.0938,0.1729,0.0957,0.0947,
492,0.0967,0.0957,0.0938,0.1729,0.0957,0.0947,
493,0.0977,0.0967,0.0957,0.1738,0.0957,0.0957,
494,0.0977,0.0967,0.0957,0.1738,0.0957,0.0957,
495,0.0977,0.0967,0.0957,0.1738,0.0957,0.0957,
496,0.0977,0.0967,0.0957,0.1748,0.0967,0.0957,
497,0.0977,0.0967,0.0957,0.1748,0.0967,0.0957,
498,0.0986,0.0967,0.0957,0.1748,0.0967,0.0957,
499,0.0986,0.0977,0.0967,0.1768,0.0967,0.0967,
500,0.0986,0.0977,0.0967,0.1768,0.0967,0.0967,
501,0.0986,0.0977,0.0967,0.1768,0.0967,0.0967,
502,0.0986,0.0977,0.0967,0.1777,0.0986,0.0967,
503,0.0986,0.0977,0.0967,0.1777,0.0986,0.0967,
504,0.1006,0.0977,0.0967,0.1777,0.0986,0.0967,
505,0.1006,0.0986,0.0977,0.1787,0.0986,0.0986,
506,0.1006,0.0986,0.0977,0.1787,0.0986,0.0986,
507,0.1006,0.0986,0.0977,0.1787,0.0986,0.0986,
508,0.1006,0.0986,0.0977,0.1787,0.0996,0.0986,
509,0.1006,0.0986,0.0977,0.1797,0.0996,0.0986,
510,0.1016,0.0986,0.0986,0.1797,0.0996,0.0996,
511,0.1016,0.0996,0.0986,0.1797,0.0996,0.0996,
512,0.1016,0.0996,0.0986,0.1807,0.0996,0.0996,
513,0.1016,0.0996,0.0986,0.1807,0.0996,0.0996,
514,0.1016,0.0996,0.0986,0.1807,0.1006,0.0996,
515,0.1025,0.0996,0.0986,0.1826,0.1006,0.0996,
516,0.1025,0.0996,0.0996,0.1826,0.1006,0.1006,
517,0.1025,0.1006,0.0996,0.1826,0.1006,0.1006,
518,0.1025,0.1006,0.0996,0.1826,0.1006,0.1006,
519,0.1025,0.1006,0.0996,0.1836,0.1006,0.1006,
520,0.1025,0.1006,0.0996,0.1836,0.1016,0.1006,
521,0.1035,0.1006,0.0996,0.1836,0.1016,0.1006,
522,0.1035,0.1025,0.1016,0.1846,0.1016,0.1016,
523,0.1035,0.1025,0.1016,0.1846,0.1016,0.1016,
524,0.1035,0.1025,0.1016,0.1846,0.1016,0.1016,
525,0.1035,0.1025,0.1016,0.1855,0.1016,0.1016,
526,0.1035,0.1025,0.1016,0.1855,0.1025,0.1016,
527,0.1045,0.1025,0.1016,0.1855,0.1025,0.1016,
528,0.1045,0.1025,0.1025,0.1855,0.1025,0.1025,
529,0.1045,0.1035,0.1025,0.1865,0.1025,0.1025,
530,0.1045,0.1035,0.1025,0.1865,0.1025,0.1025,
531,0.1045,0.1035,0.1025,0.1865,0.1025,0.1025,
532,0.1045,0.1035,0.1025,0.1875,0.1045,0.1025,
533,0.1064,0.1035,0.1025,0.1875,0.1045,0.1025,
534,0.1064,0.1045,0.1035,0.1875,0.1045,0.1035,
535,0.1064,0.1045,0.1035,0.1895,0.1045,0.1035,
536,0.1064,0.1045,0.1035,0.1895,0.1045,0.1035,
537,0.1064,0.1045,0.1035,0.1895,0.1045,0.1035,
538,0.1064,0.1045,0.1035,0.1895,0.1055,0.1035,
539,0.1074,0.1045,0.1035,0.1904,0.1055,0.1035,
540,0.1074,0.1055,0.1045,0.1904,0.1055,0.1055,
541,0.1074,0.1055,0.1045,0.1904,0.1055,0.1055,
542,0.1074,0.1055,0.1045,0.1914,0.1055,0.1055,
543,0.1074,0.1055,0.1045,0.1914,0.1055,0.1055,
544,0.1074,0.1055,0.1045,0.1914,0.1064,0.1055,
545,0.1084,0.1055,0.1045,0.1924,0.1064,0.1055,
546,0.1084,0.1064,0.1055,0.1924,0.1064,0.1064,
547,0.1084,0.1064,0.1055,0.1924,0.1064,0.1064,
548,0.1084,0.1064,0.1055,0.1924,0.1064,0.1064,
549,0.1084,0.1064,0.1055,0.1934,0.1064,0.1064,
550,0.1084,0.1064,0.1055,0.1934,0.1074,0.1064,
551,0.1094,0.1064,0.1055,0.1934,0.1074,0.1064,
552,0.1094,0.1084,0.1064,0.1953,0.1074,0.1074,
553,0.1094,0.1084,0.1064,0.1953,0.1074,0.1074,
554,0.1094,0.1084,0.1064,0.1953,0.1074,0.1074,
555,0.1094,0.1084,0.1064,0.1963,0.1074,0.1074,
556,0.1094,0.1084,0.1064,0.1963,0.1084,0.1074,
557,0.1104,0.1084,0.1064,0.1963,0.1084,0.1074,
558,0.1104,0.1094,0.1084,0.1963,0.1084,0.1084,
559,0.1104,0.1094,0.1084,0.1973,0.1084,0.1084,
560,0.1104,0.1094,0.1084,0.1973,0.1084,0.1084,
561,0.1104,0.1094,0.1084,0.1973,0.1084,0.1084,
562,0.1104,0.1094,0.1084,0.1982,0.1094,0.1084,
563,0.1113,0.1094,0.1084,0.1982,0.1094,0.1084,
564,0.1113,0.1094,0.1084,0.1982,0.1094,0.1094,
565,0.1113,0.1104,0.1094,0.1992,0.1094,0.1094,
566,0.1113,0.1104,0.1094,0.1992,0.1094,0.1094,
567,0.1113,0.1104,0.1094,0.1992,0.1094,0.1094,
568,0.1113,0.1104,0.1094,0.1992,0.1113,0.1094,
569,0.1133,0.1104,0.1094,0.2002,0.1113,0.1094,
570,0.1133,0.1104,0.1094,0.2002,0.1113,0.1113,
571,0.1133,0.1113,0.1104,0.2002,0.1113,0.1113,
572,0.1133,0.1113,0.1104,0.2021,0.1113,0.1113,
573,0.1133,0.1113,0.1104,0.2021,0.1113,0.1113,
574,0.1133,0.1113,0.1104,0.2021,0.1123,0.1113,
575,0.1143,0.1113,0.1104,0.2031,0.1123,0.1113,
576,0.1143,0.1113,0.1104,0.2031,0.1123,0.1123,
577,0.1143,0.1123,0.1113,0.2031,0.1123,0.1123,
578,0.1143,0.1123,0.1113,0.2031,0.1123,0.1123,
579,0.1143,0.1123,0.1113,0.2041,0.1123,0.1123,
580,0.1143,0.1123,0.1113,0.2041,0.1133,0.1123,
581,0.1152,0.1123,0.1113,0.2041,0.1133,0.1123,
582,0.1152,0.1133,0.1123,0.2051,0.1133,0.1133,
583,0.1152,0.1133,0.1123,0.2051,0.1133,0.1133,
584,0.1152,0.1133,0.1123,0.2051,0.1133,0.1133,
585,0.1152,0.1133,0.1123,0.2061,0.1133,0.1133,
586,0.1162,0.1133,0.1123,0.2061,0.1143,0.1133,
587,0.1162,0.1133,0.1123,0.2061,0.1143,0.1133,
588,0.1162,0.1152,0.1143,0.2080,0.1143,0.1143,
589,0.1162,0.1152,0.1143,0.2080,0.1143,0.1143,
590,0.1162,0.1152,0.1143,0.2080,0.1143,0.1143,
591,0.1162,0.1152,0.1143,0.2090,0.1152,0.1143,
592,0.1172,0.1152,0.1143,0.2090,0.1152,0.1143,
593,0.1172,0.1152,0.1143,0.2090,0.1152,0.1143,
594,0.1172,0.1162,0.1152,0.2090,0.1152,0.1152,
595,0.1172,0.1162,0.1152,0.2100,0.1152,0.1152,
596,0.1172,0.1162,0.1152,0.2100,0.1152,0.1152,
597,0.1172,0.1162,0.1152,0.2100,0.1162,0.1152,
598,0.1191,0.1162,0.1152,0.2109,0.1162,0.1152,
599,0.1191,0.1162,0.1152,0.2109,0.1162,0.1152,
600,0.1191,0.1172,0.1162,0.2109,0.1162,0.1162,
601,0.1191,0.1172,0.1162,0.2119,0.1162,0.1162,
602,0.1191,0.1172,0.1162,0.2119,0.1162,0.1162,
603,0.1191,0.1172,0.1162,0.2119,0.1182,0.1162,
604,0.1201,0.1172,0.1162,0.2129,0.1182,0.1162,
605,0.1201,0.1172,0.1162,0.2129,0.1182,0.1162,
606,0.1201,0.1182,0.1172,0.2129,0.1182,0.1182,
607,0.1201,0.1182,0.1172,0.2148,0.1182,0.1182,
608,0.1201,0.1182,0.1172,0.2148,0.1182,0.1182,
609,0.1211,0.1182,0.1172,0.2148,0.1191,0.1182,
610,0.1211,0.1182,0.1172,0.2148,0.1191,0.1182,
611,0.1211,0.1182,0.1172,0.2158,0.1191,0.1191,
612,0.1211,0.1191,0.1182,0.2158,0.1191,0.1191,
613,0.1211,0.1191,0.1182,0.2158,0.1191,0.1191,
614,0.1211,0.1191,0.1182,0.2168,0.1191,0.1191,
615,0.1221,0.1191,0.1182,0.2168,0.1201,0.1191,
616,0.1221,0.1191,0.1182,0.2168,0.1201,0.1191,
617,0.1221,0.1191,0.1182,0.2168,0.1201,0.1191,
618,0.1221,0.1211,0.1191,0.2178,0.1201,0.1201,
619,0.1221,0.1211,0.1191,0.2178,0.1201,0.1201,
620,0.1221,0.1211,0.1191,0.2178,0.1201,0.1201,
621,0.1230,0.1211,0.1191,0.2188,0.1211,0.1201,
622,0.1230,0.1211,0.1191,0.2188,0.1211,0.1201,
623,0.1230,0.1221,0.1191,0.2188,0.1211,0.1211,
624,0.1230,0.1221,0.1211,0.2207,0.1211,0.1211,
625,0.1230,0.1221,0.1211,0.2207,0.1211,0.1211,
626,0.1230,0.1221,0.1211,0.2207,0.1211,0.1211,
627,0.1240,0.1221,0.1211,0.2207,0.1221,0.1211,
628,0.1240,0.1221,0.1211,0.2217,0.1221,0.1211,
629,0.1240,0.1221,0.1211,0.2217,0.1221,0.1211,
630,0.1240,0.1230,0.1221,0.2217,0.1221,0.1221,
631,0.1240,0.1230,0.1221,0.2227,0.1221,0.1221,
632,0.1240,0.1230,0.1221,0.2227,0.1221,0.1221,
633,0.1260,0.1230,0.1221,0.2227,0.1240,0.1221,
634,0.1260,0.1230,0.1221,0.2227,0.1240,0.1221,
635,0.1260,0.1230,0.1221,0.2236,0.1240,0.1221,
636,0.1260,0.1240,0.1230,0.2236,0.1240,0.1230,
637,0.1260,0.1240,0.1230,0.2236,0.1240,0.1230,
638,0.1260,0.1240,0.1230,0.2246,0.1240,0.1230,
639,0.1270,0.1240,0.1230,0.2246,0.1250,0.1230,
640,0.1270,0.1240,0.1230,0.2246,0.1250,0.1230,
641,0.1270,0.1250,0.1230,0.2256,0.1250,0.1250,
642,0.1270,0.1250,0.1240,0.2256,0.1250,0.1250,
643,0.1270,0.1250,0.1240,0.2256,0.1250,0.1250,
644,0.1270,0.1250,0.1240,0.2275,0.1250,0.1250,
645,0.1279,0.1250,0.1240,0.2275,0.1260,0.1250,
646,0.1279,0.1250,0.1240,0.2275,0.1260,0.1250,
647,0.1279,0.1260,0.1250,0.2275,0.1260,0.1260,
648,0.1279,0.1260,0.1250,0.2285,0.1260,0.1260,
649,0.1279,0.1260,0.1250,0.2285,0.1260,0.1260,
650,0.1289,0.1260,0.1250,0.2285,0.1260,0.1260,
651,0.1289,0.1260,0.1250,0.2295,0.1270,0.1260,
652,0.1289,0.1260,0.1250,0.2295,0.1270,0.1260,
653,0.1289,0.1279,0.1270,0.2295,0.1270,0.1270,
654,0.1289,0.1279,0.1270,0.2305,0.1270,0.1270,
655,0.1289,0.1279,0.1270,0.2305,0.1270,0.1270,
656,0.1299,0.1279,0.1270,0.2305,0.1279,0.1270,
657,0.1299,0.1279,0.1270,0.2314,0.1279,0.1270,
658,0.1299,0.1279,0.1270,0.2314,0.1279,0.1270,
659,0.1299,0.1289,0.1279,0.2314,0.1279,0.1279,
660,0.1299,0.1289,0.1279,0.2324,0.1279,0.1279,
661,0.1299,0.1289,0.1279,0.2324,0.1279,0.1279,
662,0.1309,0.1289,0.1279,0.2324,0.1289,0.1279,
663,0.1309,0.1289,0.1279,0.2344,0.1289,0.1279,
664,0.1309,0.1289,0.1279,0.2344,0.1289,0.1279,
665,0.1309,0.1299,0.1289,0.2344,0.1289,0.1289,
666,0.1309,0.1299,0.1289,0.2354,0.1289,0.1289,
667,0.1309,0.1299,0.1289,0.2354,0.1289,0.1289,
668,0.1328,0.1299,0.1289,0.2354,0.1309,0.1289,
669,0.1328,0.1299,0.1289,0.2363,0.1309,0.1289,
670,0.1328,0.1309,0.1289,0.2363,0.1309,0.1309,
671,0.1328,0.1309,0.1299,0.2363,0.1309,0.1309,
672,0.1328,0.1309,0.1299,0.2363,0.1309,0.1309,
673,0.1338,0.1309,0.1299,0.2373,0.1309,0.1309,
674,0.1338,0.1309,0.1299,0.2373,0.1318,0.1309,
675,0.1338,0.1309,0.1299,0.2373,0.1318,0.1309,
676,0.1338,0.1318,0.1309,0.2383,0.1318,0.1318,
677,0.1338,0.1318,0.1309,0.2383,0.1318,0.1318,
678,0.1338,0.1318,0.1309,0.2383,0.1318,0.1318,
679,0.1348,0.1318,0.1309,0.2402,0.1318,0.1318,
680,0.1348,0.1318,0.1309,0.2402,0.1328,0.1318,
681,0.1348,0.1318,0.1309,0.2402,0.1328,0.1318,
682,0.1348,0.1328,0.1318,0.2402,0.1328,0.1328,
683,0.1348,0.1328,0.1318,0.2412,0.1328,0.1328,
684,0.1348,0.1328,0.1318,0.2412,0.1328,0.1328,
685,0.1357,0.1328,0.1318,0.2412,0.1328,0.1328,
686,0.1357,0.1328,0.1318,0.2422,0.1338,0.1328,
687,0.1357,0.1328,0.1318,0.2422,0.1338,0.1328,
688,0.1357,0.1348,0.1338,0.2422,0.1338,0.1338,
689,0.1357,0.1348,0.1338,0.2432,0.1338,0.1338,
690,0.1357,0.1348,0.1338,0.2432,0.1338,0.1338,
691,0.1367,0.1348,0.1338,0.2432,0.1338,0.1338,
692,0.1367,0.1348,0.1338,0.2432,0.1348,0.1338,
693,0.1367,0.1348,0.1338,0.2441,0.1348,0.1338,
694,0.1367,0.1357,0.1348,0.2441,0.1348,0.1348,
695,0.1367,0.1357,0.1348,0.2441,0.1348,0.1348,
696,0.1367,0.1357,0.1348,0.2451,0.1348,0.1348,
697,0.1387,0.1357,0.1348,0.2451,0.1348,0.1348,
698,0.1387,0.1357,0.1348,0.2451,0.1367,0.1348,
699,0.1387,0.1357,0.1348,0.2471,0.1367,0.1348,
700,0.1387,0.1367,0.1357,0.2471,0.1367,0.1357,
701,0.1387,0.1367,0.1357,0.2471,0.1367,0.1357,
702,0.1387,0.1367,0.1357,0.2480,0.1367,0.1357,
703,0.1396,0.1367,0.1357,0.2480,0.1367,0.1357,
704,0.1396,0.1367,0.1357,0.2480,0.1377,0.1357,
705,0.1396,0.1367,0.1357,0.2480,0.1377,0.1357,
706,0.1396,0.1377,0.1367,0.2490,0.1377,0.1377,
707,0.1396,0.1377,0.1367,0.2490,0.1377,0.1377,
708,0.1396,0.1377,0.1367,0.2490,0.1377,0.1377,
709,0.1406,0.1377,0.1367,0.2500,0.1377,0.1377,
710,0.1406,0.1377,0.1367,0.2500,0.1387,0.1377,
711,0.1406,0.1377,0.1367,0.2500,0.1387,0.1377,
712,0.1406,0.1387,0.1377,0.2510,0.1387,0.1387,
713,0.1406,0.1387,0.1377,0.2510,0.1387,0.1387,
714,0.1406,0.1387,0.1377,0.2510,0.1387,0.1387,
715,0.1416,0.1387,0.1377,0.2510,0.1387,0.1387,
716,0.1416,0.1387,0.1377,0.2529,0.1396,0.1387,
717,0.1416,0.1387,0.1377,0.2529,0.1396,0.1387,
718,0.1416,0.1406,0.1387,0.2529,0.1396,0.1396,
719,0.1416,0.1406,0.1387,0.2539,0.1396,0.1396,
720,0.1416,0.1406,0.1387,0.2539,0.1396,0.1396,
721,0.1426,0.1406,0.1387,0.2539,0.1396,0.1396,
722,0.1426,0.1406,0.1387,0.2539,0.1406,0.1396,
723,0.1426,0.1406,0.1387,0.2549,0.1406,0.1396,
724,0.1426,0.1416,0.1406,0.2549,0.1406,0.1406,
725,0.1426,0.1416,0.1406,0.2549,0.1406,0.1406,
726,0.1426,0.1416,0.1406,0.2559,0.1406,0.1406,
727,0.1436,0.1416,0.1406,0.2559,0.1406,0.1406,
728,0.1436,0.1416,0.1406,0.2559,0.1416,0.1406,
729,0.1436,0.1416,0.1406,0.2568,0.1416,0.1406,
730,0.1436,0.1426,0.1416,0.2568,0.1416,0.1416,
731,0.1436,0.1426,0.1416,0.2568,0.1416,0.1416,
732,0.1455,0.1426,0.1416,0.2568,0.1416,0.1416,
733,0.1455,0.1426,0.1416,0.2578,0.1416,0.1416,
734,0.1455,0.1426,0.1416,0.2578,0.1436,0.1416,
735,0.1455,0.1426,0.1416,0.2578,0.1436,0.1416,
736,0.1455,0.1436,0.1426,0.2598,0.1436,0.1436,
737,0.1455,0.1436,0.1426,0.2598,0.1436,0.1436,
738,0.1465,0.1436,0.1426,0.2598,0.1436,0.1436,
739,0.1465,0.1436,0.1426,0.2607,0.1436,0.1436,
740,0.1465,0.1436,0.1426,0.2607,0.1445,0.1436,
741,0.1465,0.1436,0.1426,0.2607,0.1445,0.1436,
742,0.1465,0.1445,0.1436,0.2617,0.1445,0.1445,
743,0.1465,0.1445,0.1436,0.2617,0.1445,0.1445,
744,0.1475,0.1445,0.1436,0.2617,0.1445,0.1445,
745,0.1475,0.1445,0.1436,0.2617,0.1455,0.1445,
746,0.1475,0.1445,0.1436,0.2627,0.1455,0.1445,
747,0.1475,0.1445,0.1436,0.2627,0.1455,0.1445,
748,0.1475,0.1455,0.1445,0.2627,0.1455,0.1455,
749,0.1475,0.1455,0.1445,0.2637,0.1455,0.1455,
750,0.1484,0.1455,0.1445,0.2637,0.1455,0.1455,
751,0.1484,0.1455,0.1445,0.2637,0.1465,0.1455,
752,0.1484,0.1455,0.1445,0.2656,0.1465,0.1455,
753,0.1484,0.1475,0.1445,0.2656,0.1465,0.1455,
754,0.1484,0.1475,0.1465,0.2656,0.1465,0.1465,
755,0.1494,0.1475,0.1465,0.2666,0.1465,0.1465,
756,0.1494,0.1475,0.1465,0.2666,0.1465,0.1465,
757,0.1494,0.1475,0.1465,0.2666,0.1475,0.1465,
758,0.1494,0.1475,0.1465,0.2676,0.1475,0.1465,
759,0.1494,0.1484,0.1465,0.2676,0.1475,0.1465,
760,0.1494,0.1484,0.1475,0.2676,0.1475,0.1475,
761,0.1514,0.1484,0.1475,0.2686,0.1475,0.1475,
762,0.1514,0.1484,0.1475,0.2686,0.1475,0.1475,
763,0.1514,0.1484,0.1475,0.2686,0.1494,0.1475,
764,0.1514,0.1484,0.1475,0.2686,0.1494,0.1475,
765,0.1514,0.1494,0.1475,0.2695,0.1494,0.1484,
766,0.1514,0.1494,0.1484,0.2695,0.1494,0.1484,
767,0.1523,0.1494,0.1484,0.2695,0.1494,0.1484,
768,0.1523,0.1494,0.1484,0.2705,0.1494,0.1484,
769,0.1523,0.1494,0.1484,0.2705,0.1504,0.1484,
770,0.1523,0.1494,0.1484,0.2705,0.1504,0.1484,
771,0.1523,0.1504,0.1494,0.2725,0.1504,0.1504,
772,0.1523,0.1504,0.1494,0.2725,0.1504,0.1504,
773,0.1533,0.1504,0.1494,0.2725,0.1504,0.1504,
774,0.1533,0.1504,0.1494,0.2734,0.1504,0.1504,
775,0.1533,0.1504,0.1494,0.2734,0.1514,0.1504,
776,0.1533,0.1504,0.1494,0.2734,0.1514,0.1504,
777,0.1533,0.1514,0.1504,0.2734,0.1514,0.1514,
778,0.1533,0.1514,0.1504,0.2744,0.1514,0.1514,
779,0.1543,0.1514,0.1504,0.2744,0.1514,0.1514,
780,0.1543,0.1514,0.1504,0.2744,0.1514,0.1514,
781,0.1543,0.1514,0.1504,0.2754,0.1523,0.1514,
782,0.1543,0.1514,0.1504,0.2754,0.1523,0.1514,
783,0.1543,0.1533,0.1514,0.2754,0.1523,0.1523,
784,0.1543,0.1533,0.1514,0.2764,0.1523,0.1523,
785,0.1553,0.1533,0.1514,0.2764,0.1523,0.1523,
786,0.1553,0.1533,0.1514,0.2764,0.1523,0.1523,
787,0.1553,0.1533,0.1514,0.2783,0.1533,0.1523,
788,0.1553,0.1533,0.1514,0.2783,0.1533,0.1523,
789,0.1553,0.1543,0.1533,0.2783,0.1533,0.1533,
790,0.1553,0.1543,0.1533,0.2783,0.1533,0.1533,
791,0.1562,0.1543,0.1533,0.2793,0.1533,0.1533,
792,0.1562,0.1543,0.1533,0.2793,0.1533,0.1533,
793,0.1562,0.1543,0.1533,0.2793,0.1543,0.1533,
794,0.1562,0.1543,0.1533,0.2803,0.1543,0.1533,
795,0.1562,0.1553,0.1543,0.2803,0.1543,0.1543,
796,0.1582,0.1553,0.1543,0.2803,0.1543,0.1543,
797,0.1582,0.1553,0.1543,0.2812,0.1543,0.1543,
798,0.1582,0.1553,0.1543,0.2812,0.1543,0.1543,
799,0.1582,0.1553,0.1543,0.2812,0.1562,0.1543,
800,0.1582,0.1553,0.1543,0.2812,0.1562,0.1543,
801,0.1582,0.1562,0.1553,0.2822,0.1562,0.1562,
802,0.1592,0.1562,0.1553,0.2822,0.1562,0.1562,
803,0.1592,0.1562,0.1553,0.2822,0.1562,0.1562,
804,0.1592,0.1562,0.1553,0.2832,0.1562,0.1562,
805,0.1592,0.1562,0.1553,0.2832,0.1572,0.1562,
806,0.1592,0.1562,0.1553,0.2832,0.1572,0.1562,
807,0.1592,0.1572,0.1562,0.2852,0.1572,0.1572,
808,0.1602,0.1572,0.1562,0.2852,0.1572,0.1572,
809,0.1602,0.1572,0.1562,0.2852,0.1572,0.1572,
810,0.1602,0.1572,0.1562,0.2852,0.1572,0.1572,
811,0.1602,0.1572,0.1562,0.2861,0.1582,0.1572,
812,0.1602,0.1572,0.1562,0.2861,0.1582,0.1572,
813,0.1602,0.1582,0.1572,0.2861,0.1582,0.1582,
814,0.1611,0.1582,0.1572,0.2871,0.1582,0.1582,
815,0.1611,0.1582,0.1572,0.2871,0.1582,0.1582,
816,0.1611,0.1582,0.1572,0.2871,0.1582,0.1582,
817,0.1611,0.1582,0.1572,0.2881,0.1592,0.1582,
818,0.1611,0.1582,0.1572,0.2881,0.1592,0.1582,
819,0.1611,0.1602,0.1592,0.2881,0.1592,0.1592,
820,0.1621,0.1602,0.1592,0.2881,0.1592,0.1592,
821,0.1621,0.1602,0.1592,0.2891,0.1592,0.1592,
822,0.1621,0.1602,0.1592,0.2891,0.1592,0.1592,
823,0.1621,0.1602,0.1592,0.2891,0.1602,0.1592,
824,0.1621,0.1602,0.1592,0.2910,0.1602,0.1592,
825,0.1621,0.1611,0.1602,0.2910,0.1602,0.1602,
826,0.1641,0.1611,0.1602,0.2910,0.1602,0.1602,
827,0.1641,0.1611,0.1602,0.2910,0.1602,0.1602,
828,0.1641,0.1611,0.1602,0.2920,0.1602,0.1602,
829,0.1641,0.1611,0.1602,0.2920,0.1621,0.1602,
830,0.1641,0.1611,0.1602,0.2920,0.1621,0.1602,
831,0.1641,0.1621,0.1611,0.2930,0.1621,0.1611,
832,0.1650,0.1621,0.1611,0.2930,0.1621,0.1611,
833,0.1650,0.1621,0.1611,0.2930,0.1621,0.1611,
834,0.1650,0.1621,0.1611,0.2939,0.1621,0.1611,
835,0.1650,0.1621,0.1611,0.2939,0.1631,0.1611,
836,0.1650,0.1621,0.1611,0.2939,0.1631,0.1611,
837,0.1650,0.1631,0.1621,0.2949,0.1631,0.1631,
